name,balance,num_cards,marital_status,tertiary_educated,success
Zeb Robertson,-130380,2,divorced,true,true
Annie George,-16508,16,divorced,true,true
David Robertson,-21973,5,single,false,true
Annie Harold,-237076,2,married,true,false
Nerris Olsen,-343840,18,divorced,false,true
John Robertson,-36997,13,divorced,false,false
James Harold,-243288,15,divorced,true,true
Paul Robertson,-162045,2,married,true,false
Paul Ornstein,-226198,13,married,false,false
David Clarke,-178159,2,single,false,false
Richard Harold,-338747,10,married,true,false
Thomas Stallman,-140951,7,married,true,false
James Ousterhout,-175320,9,single,false,true
Franklin Hardy,-66195,2,married,false,true
Ali Harold,-63493,19,married,false,false
Franklin Field,-151395,14,divorced,true,true
Daniel Stallman,-218209,7,divorced,true,false
Franklin Olsen,-25008,11,single,false,true
Maryam Hally,-181765,18,single,true,true
Peter Clarke,-148298,9,divorced,false,false
Bob Field,-176445,9,single,false,true
Bob Hardy,-102579,9,single,false,false
Peter Wesley,-33838,7,single,false,false
Richard Levy,-44544,3,married,true,false
William Lister,-268431,0,married,true,false
Nerris Stallman,-84620,2,married,false,true
Clive Hardy,-84200,6,divorced,false,true
Maryam Harold,-65192,6,married,true,false
Clive Wesley,-330671,8,single,false,false
Peter Stallman,-16935,5,single,true,false
Daniel Ali,-209586,12,divorced,true,true
Bob Ali,-312193,20,single,false,false
John Levy,-344563,3,divorced,false,false
William Robertson,-71453,12,divorced,true,true
Annie Pixi,-240519,15,single,true,true
Zeb Pixi,-258132,15,married,false,false
Nerris Lister,-62544,11,single,true,true
Paul Wesley,-309101,10,married,false,false
Ali Levy,-186997,12,divorced,false,true
Annie Wesley,-319025,17,divorced,true,true
Nerris Hally,-347218,12,divorced,true,false
Clive Wesley,-247707,10,single,false,true
Daniel Levy,-296766,20,divorced,true,true
Ali Harold,-34701,19,married,true,false
Thomas Wesley,-166657,12,single,true,false
Richard Field,-33526,7,single,true,false
Peter Field,-224019,6,divorced,false,true
David Ousterhout,-287049,15,divorced,false,true
Zeb Lister,-346935,4,single,true,false
Sonny Wesley,-201640,4,married,true,true
James Levy,-76100,8,single,true,true
Maryam Field,-33597,20,divorced,false,false
David Wesley,-12670,2,single,false,true
Zach Hally,-26153,10,divorced,true,true
Thomas Hardy,-88696,6,married,true,true
John Stallman,-54583,19,married,false,true
Nerris Hally,-177360,10,married,false,false
Sonny Pixi,-223329,8,single,true,false
Nerris Ali,-236262,4,divorced,false,true
Ali Ornstein,-83292,19,single,false,true
Zach Pixi,-37035,17,married,false,false
Peter Ousterhout,-241581,15,divorced,false,false
Clive Stallman,-216855,8,married,true,true
William George,-308364,19,married,true,false
Maryam Ornstein,-231981,17,divorced,true,true
Paul Hally,-227523,20,single,false,true
Franklin Levy,-335154,1,single,true,false
Zeb Ousterhout,-14810,7,divorced,true,false
David Ali,-335620,14,married,true,true
Ali Pixi,-262719,7,divorced,false,true
Thomas Ali,-69527,2,single,true,true
Bob George,-280420,2,divorced,false,false
Maryam Field,-36823,20,single,true,true
Annie Robertson,-76162,7,divorced,false,false
Annie Wesley,-276262,18,single,true,false
Franklin Robertson,-216129,5,married,true,true
John Ornstein,-88722,1,single,false,false
Ali Ali,-290486,13,single,false,false
David Hardy,-120864,4,single,true,false
John Stallman,-242098,18,divorced,false,false
Sonny Levy,-54453,2,single,false,false
Richard Lister,-326135,6,divorced,true,false
William Pixi,-72806,12,single,true,true
Sonny Ornstein,-202842,10,single,false,false
Nerris Hally,-107324,12,divorced,true,false
William George,-850,18,single,true,true
Daniel Lister,-103638,12,single,true,true
James George,-15466,17,divorced,false,true
Franklin George,-209431,20,single,false,false
Paul Hardy,-162546,0,married,true,false
Ali Field,-347120,6,divorced,false,false
Maryam Pixi,-225729,3,married,false,false
Clive Levy,-63311,14,married,true,true
Nerris Ornstein,-1001,13,married,true,true
Nerris Ousterhout,-9844,19,divorced,false,true
Thomas Ali,-281210,4,married,false,true
David Ali,-30590,8,single,false,false
William Robertson,-182273,10,single,true,true
Paul Robertson,-319236,13,divorced,false,true
Richard Hally,-83816,15,married,true,true
William Levy,-68572,20,married,false,true
Maryam Ali,-13289,8,single,false,true
Annie Ornstein,-166305,10,married,true,true
Daniel Levy,-303847,18,single,false,false
Richard Lister,-44477,6,married,false,false
Thomas Hardy,-37707,10,single,false,false
Daniel Stallman,-186158,18,married,true,false
Richard Field,-50474,6,single,true,true
Maryam Lister,-318692,16,divorced,false,false
Clive Olsen,-278366,17,divorced,true,false
Thomas Hally,-200565,18,single,true,false
David Field,-68022,7,single,false,false
Ali Lister,-182293,11,divorced,false,false
Bob Olsen,-33216,4,married,false,false
David Ornstein,-313491,13,divorced,false,false
Nerris Hardy,-280495,11,married,false,false
Thomas George,-113638,6,single,true,true
James Field,-40144,9,single,false,true
Zach Ornstein,-3913,16,married,false,true
Richard Wesley,-111942,15,single,true,false
Peter Levy,-153247,15,married,false,false
Bob Hally,-57162,0,divorced,false,false
Paul Hardy,-28254,12,single,false,false
Bob Hardy,-193934,7,divorced,false,false
Zeb Field,-88044,13,married,false,true
Thomas Stallman,-25321,10,divorced,true,false
Annie Hardy,-212039,15,married,true,true
Bob Hally,-296531,6,single,true,false
Richard Ornstein,-149924,7,divorced,true,false
Nerris Ousterhout,-239637,2,married,true,false
William Ali,-53091,12,married,false,true
Zeb Robertson,-18886,12,divorced,false,false
David Hally,-151963,8,divorced,false,false
John Field,-209826,0,divorced,true,true
Clive Harold,-162178,15,married,false,true
Zeb Ali,-74336,1,single,true,true
Daniel Hally,-349059,3,divorced,false,false
Nerris Hally,-53266,4,single,true,false
Nerris Stallman,-63992,20,single,false,false
Zach Harold,-177014,2,divorced,false,true
Zeb Clarke,-55313,18,married,false,true
Thomas Field,-57103,17,single,true,true
Ali Levy,-263245,2,divorced,false,false
Franklin Pixi,-64679,19,single,true,false
Clive Olsen,-165819,17,married,false,false
Paul Clarke,-259616,9,single,true,false
Thomas Hardy,-119166,15,divorced,false,false
Daniel Levy,-45860,19,single,false,true
Annie Hardy,-300798,6,single,true,false
William Robertson,-36117,18,single,true,false
Zeb Stallman,-155513,18,single,true,true
Daniel Hardy,-158042,8,divorced,false,true
John Field,-77746,6,divorced,true,true
Zach Field,-286010,13,divorced,true,true
Bob Stallman,-79691,18,divorced,true,false
Zach Levy,-162328,10,divorced,false,true
Maryam Harold,-8030,0,single,false,false
Daniel Ousterhout,-155625,10,single,false,true
Franklin Wesley,-193053,14,married,true,false
Ali Field,-294931,3,married,true,true
James Ornstein,-179984,9,married,false,true
James Lister,-171883,11,married,false,false
Richard Ali,-25492,4,single,false,true
Bob Robertson,-231926,10,single,true,false
John Levy,-31044,12,single,false,true
Thomas Robertson,-134726,7,divorced,false,true
Zach Ali,-176877,14,divorced,true,false
James Levy,-197571,14,single,true,false
Nerris Ali,-264616,5,single,false,false
Thomas Wesley,-124738,2,single,true,true
Clive Hardy,-121022,13,single,true,true
Daniel Hally,-74210,3,married,false,true
Maryam Clarke,-106440,0,divorced,false,true
Zeb Levy,-207406,5,divorced,true,false
Maryam Hardy,-164891,9,single,true,true
Nerris Levy,-174352,20,married,true,true
Paul Ousterhout,-150684,17,single,true,false
Peter Harold,-9874,9,married,false,false
Nerris Pixi,-80103,2,married,false,true
John Lister,-184584,10,single,true,false
Richard Stallman,-33661,18,married,false,false
Richard Olsen,-313955,7,single,true,false
James George,-242735,6,divorced,true,true
Maryam George,-81297,15,divorced,false,true
Sonny Ali,-52715,13,divorced,true,false
David George,-65048,5,divorced,false,false
Franklin Clarke,-121183,18,divorced,true,true
Paul Pixi,-13433,10,married,true,true
Maryam Clarke,-25911,2,single,true,false
Peter Ali,-83021,19,married,false,true
Zach Levy,-93968,2,single,false,true
David Hardy,-128571,0,divorced,true,true
Ali George,-140202,7,married,true,true
Bob Ali,-295408,4,single,true,false
Zach George,-311852,7,divorced,false,true
Thomas Stallman,-192846,13,divorced,false,false
William Ornstein,-292707,20,married,false,true
Peter Wesley,-341057,11,married,false,true
James Wesley,-325179,4,divorced,true,false
Annie Ali,-39954,12,married,true,true
Nerris Pixi,-239581,16,divorced,false,true
James Hally,-331044,10,married,false,true
Richard Clarke,-263392,1,married,true,true
Ali Pixi,-325186,18,married,true,false
Zeb Wesley,-264689,16,married,false,false
John Harold,-253540,6,married,false,false
Thomas Hally,-283658,12,married,true,true
Richard Ousterhout,-115554,5,single,false,false
Sonny Levy,-345432,8,divorced,false,false
Franklin Clarke,-141855,19,married,false,false
Paul Levy,-223453,10,divorced,true,false
Franklin Ousterhout,-287348,7,divorced,false,false
Maryam Levy,-124848,17,married,true,true
Ali Robertson,-95742,18,divorced,false,true
James Clarke,-317950,9,single,true,false
Thomas Harold,-266935,18,single,true,true
Sonny Ousterhout,-131371,10,single,false,true
David Wesley,-3814,11,single,true,true
Nerris Ornstein,-190861,0,single,false,true
Peter Lister,-225314,2,married,true,false
Daniel Hardy,-264854,17,single,false,true
Franklin Levy,-85816,14,divorced,true,true
Nerris Ousterhout,-348602,3,single,true,true
David Wesley,-305637,18,divorced,true,true
Sonny Harold,-70399,4,single,true,true
John Ornstein,-217793,7,divorced,true,false
Franklin Wesley,-56072,8,divorced,true,false
Paul Ousterhout,-333864,1,married,false,true
Clive Hally,-23340,13,married,false,false
William Hally,-73570,18,single,false,false
Thomas Hally,-302573,1,single,true,true
Franklin Ousterhout,-92964,6,married,false,true
Zeb Harold,-142524,16,married,false,false
Paul George,-215396,9,married,false,false
Bob Lister,-96820,2,married,false,false
Thomas Hardy,-19943,17,divorced,true,false
Thomas Olsen,-72882,20,divorced,false,false
Zeb Hardy,-148763,2,married,false,false
Thomas Harold,-109529,14,married,true,true
Thomas Ousterhout,-338062,8,married,true,true
Paul Ousterhout,-240688,13,single,true,true
Clive Ornstein,-187805,16,single,true,true
David Stallman,-319748,1,married,false,true
Franklin Pixi,-174842,9,divorced,true,true
John Hardy,-208289,18,married,true,false
Thomas Robertson,-317559,4,married,true,true
Zach George,-249028,0,single,false,true
Thomas Hally,-245823,20,married,true,false
Peter Hally,-271082,14,married,false,false
Annie Wesley,-322203,3,divorced,false,true
James Pixi,-250702,13,married,false,true
Paul Clarke,-275295,7,divorced,false,false
Paul Hardy,-142314,18,single,true,true
James Lister,-103962,0,married,true,true
Paul Robertson,-289746,4,divorced,false,false
Paul Harold,-229253,18,married,true,true
Richard Ousterhout,-117074,5,married,true,false
Nerris Wesley,-243395,12,married,false,false
Zach Hardy,-106930,10,divorced,true,true
Zach Pixi,-75467,16,married,false,true
Franklin Pixi,-15498,6,married,true,true
Richard Ali,-207927,5,single,true,true
Bob George,-199056,7,single,true,false
Richard Olsen,-2965,6,single,true,false
Bob Pixi,-157761,19,married,true,false
John Pixi,-189032,17,married,false,false
John Field,-18770,2,married,false,true
Sonny Hardy,-70209,6,married,false,true
Zeb Clarke,-19960,20,married,true,true
Zeb Hally,-136860,18,married,false,true
Zeb Field,-75469,14,married,false,true
Zach Ousterhout,-316787,6,single,true,false
Franklin Ornstein,-62193,8,married,true,false
John George,-307137,17,married,false,true
Richard Lister,-161517,10,married,true,false
Zeb Stallman,-174539,20,single,true,false
William Pixi,-37104,10,divorced,false,true
Franklin Clarke,-34927,1,married,false,true
Peter George,-331152,6,divorced,true,true
Ali Lister,-292217,10,divorced,false,false
Maryam Clarke,-294015,2,married,false,true
Paul Levy,-204434,0,married,true,true
James Field,-165752,1,married,true,true
William Lister,-326072,6,married,true,true
Franklin Harold,-32738,4,single,true,false
Peter Ali,-283360,19,divorced,false,true
Richard George,-139232,19,divorced,true,false
Thomas Field,-130943,1,divorced,false,true
Maryam Olsen,-121804,0,single,true,true
Nerris Pixi,-343841,17,married,true,true
Bob Ousterhout,-93109,8,divorced,true,false
Bob George,-140978,0,divorced,true,false
Sonny Ali,-211956,15,single,true,false
Thomas Field,-339463,2,divorced,true,false
Zeb Clarke,-45217,16,divorced,false,true
James Clarke,-135305,11,single,true,false
James Olsen,-304884,1,married,true,false
William Olsen,-277146,8,single,false,false
Daniel Robertson,-218077,14,single,false,false
Franklin Ornstein,-24440,16,single,false,false
John Ali,-10341,0,divorced,false,true
Zach Robertson,-173516,2,divorced,true,false
Ali Stallman,-299480,13,divorced,false,true
Zeb Olsen,-306436,10,single,true,true
Clive Olsen,-301911,17,married,false,true
Clive Olsen,-144648,16,married,false,false
John Hally,-312701,12,married,true,true
Clive George,-334021,10,divorced,true,false
William Ornstein,-180891,18,divorced,true,false
David Levy,-68771,8,single,true,true
Ali Olsen,-270314,12,married,false,true
Clive Field,-126366,19,married,true,true
Richard George,-31762,1,single,false,true
Franklin Hally,-129656,18,married,false,true
Franklin Harold,-348855,20,married,true,false
Thomas Ali,-183886,0,divorced,false,true
Thomas Field,-332624,12,single,true,true
Clive Olsen,-44060,7,single,true,true
Daniel Robertson,-18580,5,married,true,false
Peter Robertson,-160264,14,single,false,false
Zach Hardy,-259033,9,single,true,false
David Harold,-10744,13,divorced,false,false
William Hardy,-209151,9,single,true,false
Richard Wesley,-194049,17,divorced,false,true
Paul Clarke,-141533,8,single,true,true
Daniel Stallman,-315039,6,married,true,false
Maryam Levy,-105759,16,single,false,false
Maryam George,-323493,4,married,false,false
David Stallman,-135837,20,divorced,false,false
Zach Olsen,-329385,4,married,true,true
Sonny Olsen,-270988,4,single,true,false
Zach Wesley,-4226,15,divorced,true,true
John Robertson,-110538,3,married,true,false
Thomas Clarke,-97265,15,single,false,false
Annie Hally,-95537,15,married,true,true
Peter Pixi,-318192,17,divorced,false,true
Annie Robertson,-173427,8,divorced,false,false
Ali Stallman,-116800,8,single,true,true
Peter Field,-12546,2,single,false,false
Thomas Ousterhout,-120304,2,divorced,false,true
John Pixi,-144679,6,divorced,false,true
John Hardy,-66836,8,single,false,false
Sonny Stallman,-93592,3,divorced,true,true
William Ali,-339324,16,single,true,true
Richard George,-104817,20,single,true,true
Ali Levy,-294383,9,divorced,false,false
Thomas Field,-152655,3,divorced,false,false
David Levy,-274432,16,single,false,true
Thomas Wesley,-24407,7,divorced,true,false
Daniel Field,-78130,18,single,false,true
Zeb George,-332441,8,divorced,true,true
Thomas Olsen,-223805,12,married,false,true
Richard Ousterhout,-247489,19,single,true,false
Maryam Hally,-11680,15,single,false,true
James Hally,-223688,3,single,false,true
Franklin Robertson,-113859,14,divorced,false,true
Franklin Hardy,-26696,8,married,false,false
William Robertson,-129276,3,married,false,false
Zeb Ousterhout,-341565,2,single,false,true
John Harold,-94697,1,married,true,true
Ali Lister,-259027,15,divorced,true,true
David Hardy,-86063,16,single,true,true
Thomas Ornstein,-117315,14,divorced,true,false
James Hally,-275272,8,divorced,false,true
Richard Robertson,-118176,6,married,false,true
Franklin Field,-37845,19,single,true,true
Annie Levy,-10537,12,married,false,true
Maryam Hally,-21622,3,married,false,false
William Harold,-119485,9,married,false,false
Annie Harold,-106749,3,single,false,true
Ali George,-271993,19,divorced,true,false
Zeb Clarke,-112177,9,single,true,true
Clive Ornstein,-73471,13,single,false,true
Bob Stallman,-249382,0,married,true,true
Franklin Olsen,-46783,12,single,false,false
Thomas Olsen,-51548,14,single,true,false
Maryam Wesley,-46139,10,single,false,false
Franklin Clarke,-138926,12,married,true,false
James Ali,-117300,8,single,false,false
Franklin George,-117494,1,single,false,true
Annie George,-91904,4,divorced,true,false
Clive Field,-133063,4,single,true,true
Nerris Wesley,-59671,11,divorced,true,false
William Ousterhout,-183755,6,married,false,true
Nerris Pixi,-212154,4,married,false,false
Maryam Harold,-238141,20,divorced,true,true
John Wesley,-44575,13,married,true,false
Nerris Clarke,-83757,12,single,true,true
John Robertson,-237302,5,divorced,true,true
Annie Hardy,-282942,20,married,true,false
James Clarke,-146280,8,divorced,true,true
Peter Robertson,-142270,20,divorced,false,true
Sonny Field,-95327,17,married,false,false
Sonny Harold,-155267,14,married,false,false
Sonny Ali,-341562,5,married,false,true
David Robertson,-5324,20,single,false,false
James Wesley,-5996,15,divorced,false,true
James Olsen,-10129,4,married,false,false
Ali Olsen,-177782,4,married,false,false
Peter Ornstein,-156605,8,single,true,false
Zeb Hardy,-299330,17,divorced,true,false
William Lister,-313668,2,single,true,false
Zach Hardy,-328471,1,single,false,true
John Robertson,-129909,15,single,true,false
Daniel Robertson,-31690,11,married,true,false
William Olsen,-177286,0,married,true,false
William George,-320810,1,single,true,true
Clive Olsen,-55063,18,divorced,false,false
Thomas Stallman,-236987,8,single,false,true
Annie Ornstein,-78015,8,single,false,false
David Lister,-108445,15,married,false,false
Richard Clarke,-337863,20,married,true,false
William Field,-91329,18,married,true,false
Thomas Robertson,-64879,7,single,true,true
Thomas Levy,-142985,13,single,true,false
Bob Robertson,-119491,3,divorced,false,false
Sonny Wesley,-330680,20,single,false,true
Bob Robertson,-263118,4,married,false,true
Franklin Wesley,-103197,17,divorced,true,false
Richard Ousterhout,-22502,18,married,true,false
Clive Wesley,-349048,14,single,false,false
Ali George,-2979,13,married,true,false
Ali Pixi,-256466,15,single,false,false
Nerris Hardy,-48430,10,married,true,true
Thomas Field,-48601,5,married,true,true
John Lister,-320905,11,married,false,false
John Hally,-53962,15,married,true,false
Nerris Lister,-300680,20,divorced,false,true
Zach Lister,-248659,15,married,false,false
Franklin Ornstein,-129657,17,divorced,false,false
Annie Lister,-8626,7,divorced,true,true
William Levy,-188897,7,married,true,true
Richard Lister,-253424,18,married,false,false
John Stallman,-245822,0,single,false,false
Zeb Lister,-46131,18,single,true,false
James Robertson,-319841,12,divorced,true,true
William Ousterhout,-125244,16,divorced,false,true
Thomas Wesley,-298753,11,married,false,true
David George,-107536,8,married,false,false
Daniel Harold,-264166,18,married,true,true
James Ali,-179325,2,single,true,false
John Clarke,-92618,19,married,true,true
Daniel Stallman,-207074,4,divorced,false,false
David Harold,-312961,1,divorced,true,true
Sonny Pixi,-71474,11,single,true,true
Richard George,-131321,19,single,true,false
Maryam Wesley,-161694,20,divorced,true,false
Annie Hardy,-251648,3,married,true,false
Sonny Olsen,-240912,18,divorced,true,false
Franklin Hally,-349824,8,divorced,false,true
John Levy,-245383,2,divorced,false,false
Zeb Ousterhout,-129896,7,married,false,false
Daniel Ousterhout,-200558,4,single,true,false
Paul Levy,-12963,1,married,true,false
Daniel Olsen,-78217,14,married,false,false
Nerris Hally,-232822,9,single,false,false
Zach Pixi,-335598,15,single,true,false
Maryam Pixi,-179484,9,divorced,true,true
Annie Clarke,-291896,19,divorced,true,true
David Stallman,-293991,5,single,false,true
Daniel Harold,-301906,1,divorced,true,true
Sonny Ousterhout,-295497,19,single,true,true
Ali Pixi,-280967,18,divorced,true,false
Thomas Hally,-119919,12,married,false,false
John Lister,-121089,7,single,true,false
Paul Robertson,-277036,14,divorced,false,true
Sonny Stallman,-99410,14,divorced,true,true
Peter Olsen,-341925,17,single,true,true
John Ali,-150380,9,divorced,false,true
Richard Robertson,-171771,19,divorced,true,true
Paul Lister,-28455,19,married,true,true
Peter Wesley,-171045,17,divorced,false,true
Clive Hally,-271002,11,divorced,false,true
James George,-289486,14,married,false,false
Nerris Stallman,-144421,14,single,false,false
Nerris Harold,-288781,11,single,false,false
Daniel Stallman,-279855,6,divorced,true,true
Zeb Lister,-54842,9,divorced,true,false
Clive Ornstein,-42757,19,divorced,true,true
Ali Olsen,-222957,6,married,true,false
Nerris Hally,-143847,5,single,false,false
Paul Ornstein,-132753,3,divorced,true,false
Daniel Clarke,-234447,8,divorced,false,false
Annie Olsen,-58213,11,married,false,false
Ali Ornstein,-265923,10,divorced,false,false
Zach Clarke,-181067,8,married,true,false
Annie Ousterhout,-253970,13,married,true,true
John Ornstein,-332730,10,single,false,true
Sonny Clarke,-172157,9,single,false,false
John Ousterhout,-121691,9,married,true,false
Maryam George,-202494,4,single,true,false
Thomas Clarke,-17865,13,married,true,false
Richard Ousterhout,-65632,4,divorced,false,true
Daniel Ali,-43464,0,single,false,false
Franklin Clarke,-159195,0,divorced,false,true
Clive Lister,-217808,13,divorced,true,false
Daniel George,-259008,13,divorced,true,true
Bob Ali,-181689,11,single,false,false
Franklin Hally,-318449,10,divorced,true,false
James Clarke,-301865,1,single,true,true
William Ousterhout,-97698,19,divorced,true,false
Zeb Hally,-40671,2,single,true,true
Annie Field,-228632,15,divorced,false,true
Zach George,-103636,15,married,true,true
Maryam Robertson,-264167,17,single,true,true
Paul Lister,-173809,1,married,true,false
Peter Ousterhout,-268821,5,married,false,false
Annie Levy,-137572,13,divorced,true,false
Peter Stallman,-339047,1,single,false,false
Peter Levy,-221895,7,married,true,true
Sonny Robertson,-267433,20,married,false,true
Ali Field,-66285,17,divorced,true,true
Richard Robertson,-308613,19,single,true,false
Nerris Wesley,-77442,19,married,false,true
Sonny Ousterhout,-63831,14,married,false,false
Zach Harold,-296034,3,married,true,false
William Olsen,-266473,1,married,false,true
John Ousterhout,-296120,0,divorced,false,true
Daniel Lister,-338671,3,single,true,false
Franklin Robertson,-88672,10,single,true,false
Nerris Ornstein,-70614,18,married,true,true
John George,-65240,0,single,false,true
Maryam Field,-23030,10,single,false,true
Zeb Field,-32641,18,single,false,false
Thomas Ali,-39338,4,divorced,false,true
Thomas Lister,-145780,7,married,false,true
Daniel Pixi,-199378,18,divorced,false,false
Clive Field,-340181,13,divorced,false,false
Peter Olsen,-333505,6,married,false,true
Clive Field,-150382,7,divorced,false,true
Annie Robertson,-128639,15,single,false,false
Peter Field,-155174,3,divorced,false,false
Thomas Clarke,-267096,3,single,false,false
Thomas Hally,-330185,16,single,false,false
Daniel George,-49144,3,divorced,true,true
Richard Olsen,-301978,13,married,true,false
Thomas Robertson,-264760,7,divorced,false,true
David George,-230418,19,married,true,false
Zeb Harold,-157569,2,married,false,false
Richard Levy,-172348,4,married,true,false
James Hally,-153982,9,divorced,true,false
Peter Ornstein,-148597,2,married,true,false
David Lister,-143066,15,divorced,false,false
Franklin Clarke,-298649,12,divorced,true,false
David Hally,-334365,20,divorced,true,false
Daniel Levy,-279757,20,married,true,false
Nerris George,-180144,15,single,true,true
Clive Stallman,-330587,9,divorced,true,false
Paul Harold,-262511,8,single,true,false
James Levy,-177937,16,divorced,false,false
James Wesley,-316779,14,married,false,true
Zach Pixi,-232567,14,married,false,true
Richard Olsen,-22682,4,single,true,true
John Ali,-230224,5,single,false,true
Daniel Lister,-219456,9,married,false,true
Paul Harold,-208304,3,single,false,true
William Wesley,-241504,8,single,true,true
Paul Ornstein,-284056,10,married,false,true
Ali Field,-166580,6,married,true,false
Thomas Hally,-50507,14,married,true,true
Zach Stallman,-240734,8,single,false,false
Annie Ali,-290467,12,single,true,true
William Ali,-12634,18,married,false,true
Daniel Lister,-332572,2,married,false,true
Annie Lister,-80054,9,married,true,true
Franklin Harold,-166813,2,divorced,false,true
Thomas Ousterhout,-88150,12,divorced,true,true
Peter Clarke,-196457,4,single,true,true
James Ali,-260368,6,married,true,true
Annie Lister,-213828,16,divorced,false,false
Thomas Field,-191215,0,divorced,true,true
Peter Ornstein,-268118,1,married,true,false
William Robertson,-318990,10,divorced,false,false
Richard Ousterhout,-193937,4,divorced,true,true
Maryam Ousterhout,-168989,11,divorced,false,true
Thomas Clarke,-93321,4,single,true,false
Nerris Ousterhout,-24425,10,divorced,false,false
Thomas Stallman,-294895,18,single,false,true
Franklin Lister,-16589,18,married,true,false
Annie Harold,-291010,10,single,true,false
James Lister,-205592,9,single,false,true
Clive Robertson,-12327,13,married,false,false
Peter Clarke,-276761,19,divorced,true,false
Peter Harold,-186882,2,divorced,true,false
Daniel Clarke,-198016,6,married,true,false
William Stallman,-279823,17,divorced,true,true
Bob Levy,-349672,15,divorced,true,false
Daniel Ali,-66971,18,married,false,false
Zach Ousterhout,-289473,6,divorced,false,false
David Hardy,-263874,19,divorced,true,true
Peter Lister,-305792,9,married,false,false
Clive Hardy,-183748,13,single,false,true
Maryam Robertson,-138122,4,divorced,true,false
Zach Levy,-237567,10,married,false,false
Franklin Stallman,-251528,19,married,true,true
Maryam Levy,-228558,5,single,true,false
Zeb Harold,-348425,13,divorced,false,false
Richard Ousterhout,-267761,4,divorced,false,true
John Levy,-199480,20,divorced,true,false
John Clarke,-293242,5,married,true,true
Annie Lister,-195753,0,single,false,true
David Levy,-229929,8,single,false,false
Paul Stallman,-263269,20,single,false,true
Maryam George,-19966,15,single,false,false
Richard Hardy,-125285,17,married,false,false
John Harold,-115029,10,married,false,false
Annie Hally,-170435,2,single,false,false
Franklin Robertson,-167698,12,divorced,true,true
Peter Ousterhout,-284635,14,divorced,false,true
Bob Levy,-225776,18,divorced,true,false
David George,-43544,3,married,true,false
Daniel Wesley,-168287,6,married,false,false
Paul Olsen,-72513,13,single,false,false
John Field,-58764,2,divorced,true,true
Daniel Ousterhout,-346359,18,single,false,false
James Hardy,-36812,11,single,true,true
John Pixi,-82038,3,divorced,true,true
James Pixi,-274376,10,divorced,false,false
James Clarke,-118351,19,single,false,false
James Clarke,-164828,9,divorced,true,false
Franklin Olsen,-305632,3,single,false,true
Richard Hardy,-101406,17,married,true,true
Thomas Hally,-347350,5,married,false,false
Daniel Ornstein,-106450,11,single,true,false
Peter Ousterhout,-324818,11,married,true,false
Ali Robertson,-91929,0,single,false,false
Paul George,-276135,20,single,true,false
John Ornstein,-6896,9,single,true,false
Nerris Ali,-308644,9,divorced,true,true
David Levy,-211469,2,single,true,true
Annie Olsen,-60590,7,divorced,true,false
John Hardy,-336862,1,single,true,false
Annie Robertson,-231385,10,single,true,false
Maryam Field,-29628,12,single,true,false
John Stallman,-147111,9,single,true,false
David Clarke,-103373,7,divorced,true,false
Bob Lister,-34640,17,divorced,false,false
Paul Stallman,-210924,6,married,true,false
Zeb Hally,-241669,10,married,true,false
Annie Clarke,-39548,1,single,false,true
David Ornstein,-113705,1,married,false,false
John Pixi,-245956,12,divorced,false,false
James Ali,-160607,4,married,false,true
Maryam Olsen,-253672,20,married,true,false
Zach Ousterhout,-252558,9,single,false,false
William Pixi,-320501,19,divorced,true,true
Clive Levy,-318018,3,single,false,true
Thomas Hardy,-102545,2,married,false,true
Clive Pixi,-181461,10,divorced,true,true
Nerris Pixi,-49764,7,married,false,false
John Hally,-74859,0,divorced,true,false
Peter George,-160312,8,married,true,false
James Ornstein,-184394,13,divorced,false,false
Franklin Harold,-331352,15,divorced,false,true
Thomas Ousterhout,-262608,14,married,true,false
Franklin Lister,-153508,3,divorced,true,false
James Pixi,-90030,5,divorced,false,false
Maryam Hally,-252234,0,single,true,true
Maryam Clarke,-25953,2,divorced,true,false
William Ousterhout,-323870,2,divorced,true,false
Ali Hally,-167318,18,divorced,true,true
Sonny Ornstein,-177734,11,divorced,false,true
Bob Robertson,-21059,3,divorced,true,false
William Ousterhout,-133595,14,divorced,false,false
Peter Lister,-295215,10,married,true,true
Franklin Robertson,-72376,5,married,false,true
Ali Ousterhout,-222144,7,divorced,true,false
Maryam Lister,-109082,3,single,true,true
David Stallman,-171395,20,divorced,true,false
Nerris Levy,-118516,20,divorced,true,true
Paul Hally,-135135,14,married,true,false
Paul Olsen,-208521,15,married,false,false
Clive Olsen,-273784,19,divorced,true,true
Bob Levy,-207327,1,married,true,false
John Levy,-242701,19,married,true,true
Nerris Robertson,-8589,3,married,false,false
Richard Lister,-278374,8,married,false,false
Annie Stallman,-174945,10,married,false,true
Thomas Lister,-282855,3,divorced,false,true
Sonny Ousterhout,-91002,12,divorced,true,true
Annie Lister,-284534,11,single,true,true
James Harold,-70935,10,divorced,true,true
John Clarke,-276758,0,married,false,true
Franklin Wesley,-205120,1,divorced,true,true
Paul Lister,-105202,10,married,true,true
Zeb Clarke,-157593,20,single,false,true
Paul Wesley,-155091,3,married,true,true
Peter Ousterhout,-221794,3,single,true,false
Clive Harold,-207559,19,single,false,true
David Clarke,-297686,16,divorced,false,true
Bob Pixi,-270502,11,married,false,true
John George,-135568,19,single,false,true
James Stallman,-270168,12,single,false,true
